,0,1
0,Dr.Martens,0.08402203856749312
1,チェスターコート,0.06887052341597796
2,スキニー,0.0674931129476584
3,黒スキニー,0.0674931129476584
4,キレイめ,0.05096418732782369
5,革靴,0.045454545454545456
6,ドクターマーチン,0.0440771349862259
7,スラックス,0.0371900826446281
8,きれいめカジュアル,0.030303030303030304
9,HARE,0.028925619834710745
10,スヌード,0.027548209366391185
11,ステンカラーコート,0.026170798898071626
12,秋のコーデ,0.026170798898071626
13,大学生,0.024793388429752067
14,ユニクロ,0.023415977961432508
15,fashion,0.02066115702479339
16,ブラック,0.01790633608815427
17,STUDIOUS,0.01790633608815427
18,レイヤードスタイル,0.015151515151515152
19,白ソックス,0.015151515151515152
20,ロング丈,0.013774104683195593
21,RAGEBLUE,0.012396694214876033
22,ロールアップ,0.011019283746556474
23,ラコステ,0.009641873278236915
24,ジャケットスタイル,0.009641873278236915
25,ジョガーパンツ,0.009641873278236915
26,差し色,0.009641873278236915
27,シャツ,0.008264462809917356
28,スポーツミックス,0.006887052341597796
29,レイジブルー,0.006887052341597796
30,LACOSTE,0.006887052341597796
31,インナーダウン,0.006887052341597796
32,靴下屋,0.006887052341597796
33,ダメージスキニー,0.005509641873278237
34,U160,0.005509641873278237
35,クラッチバッグ,0.005509641873278237
36,バックパック,0.004132231404958678
37,アンクルパンツ,0.004132231404958678
38,赤靴下,0.004132231404958678
39,Vライン,0.004132231404958678
40,ビックシルエット,0.004132231404958678
41,coen,0.004132231404958678
42,ローキャップ,0.004132231404958678
43,神戸,0.004132231404958678
44,アカイトリ,0.0027548209366391185
45,チェスターコート+パーカー,0.0027548209366391185
46,Hawkins,0.0027548209366391185
47,ポンプフューリー,0.0027548209366391185
48,真っ黒コーデ,0.0027548209366391185
49,ちび,0.0027548209366391185
50,サッカニー,0.0027548209366391185
51,asics,0.0027548209366391185
52,メルトン,0.0027548209366391185
53,白靴下,0.0027548209366391185
54,ノーカラーシャツ,0.0027548209366391185
55,リバースウィーブ,0.0027548209366391185
56,マッシュ,0.0027548209366391185
57,CASPER JOHN,0.0027548209366391185
58,ハレ,0.0027548209366391185
59,ダニエルウェリントン,0.0027548209366391185
60,ハーフジップ,0.0027548209366391185
61,バンドカラーシャツ,0.0027548209366391185
62,keisuke yoneda,0.0027548209366391185
63,Revo,0.0027548209366391185
64,チェックコート,0.0013774104683195593
65,カフェ,0.0013774104683195593
66,自宅,0.0013774104683195593
67,クライミングパンツ,0.0013774104683195593
68,ショート丈,0.0013774104683195593
69,Taiwan,0.0013774104683195593
70,RAGE BLUE,0.0013774104683195593
71,切り替え,0.0013774104683195593
72,ボルドー,0.0013774104683195593
73,美容院,0.0013774104683195593
74,ﾏﾙﾒｶﾞﾈ,0.0013774104683195593
75,プチプラコーデ,0.0013774104683195593
76,さし色,0.0013774104683195593
77,３歳女の子,0.0013774104683195593
78,トラウザーパンツ,0.0013774104683195593
79,ＮＢ,0.0013774104683195593
80,ハイネック,0.0013774104683195593
81,tabio,0.0013774104683195593
82,総柄,0.0013774104683195593
83,マウンテンパーカー,0.0013774104683195593
84,マキャベリック,0.0013774104683195593
85,スカートスタイル,0.0013774104683195593
86,古着屋,0.0013774104683195593
87,フューリーライト,0.0013774104683195593
88,CASPER JOHN AIVER,0.0013774104683195593
89,EDWIN,0.0013774104683195593
90,BEAMS,0.0013774104683195593
